,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all,t-SNE1,t-SNE2
107,480,09/01/2022 17:48,18.0,YouTube Music,3,6.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,Yes,1.0,91.0,Very frequently,3,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Very frequently,3,5.0,5.0,7.0,0.0,Improve,1.0,I understand.,2,1,0,0,3,0,0,3,0,3,0,3,2,0,3,3,2,3,"(1.063065069868458, -0.9010851640704427)","(-0.020646449043264712, -1.1784259820168705)","(0.1876586150257344, 0.000650441255569851)","(1.0630650698684587, -0.9010851640704352)","(-0.020646449043264643, -1.1784259820168714)","(0.1876586150257344, 0.000650441255569851)","(0.9981992595808513, -0.8224913423797697)","(0.7798074986177644, -1.0250148335027465)","(-0.1183198315690715, -0.053563652371862586)","(-1.5540324077514454, 0.15561789031869647)","(-0.5750185208496676, -1.2046289017553728)","(-0.07333046149490303, 0.7421419135853679)",13.581291,2.7210407
108,144,8/28/2022 18:17:00,53.0,Spotify,2,7.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,92.0,Very frequently,3,Sometimes,2,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,Very frequently,3,Rarely,1,0.0,0.0,0.0,0.0,Improve,1.0,I understand.,1,2,1,1,2,2,2,3,1,3,1,1,1,3,1,3,2,1,"(0.47347716021495734, -1.6801669698559878)","(-2.987734165519365, 0.15407704901358288)","(-3.1600476072541226, 1.3596507222775394)","(0.4734771602149591, -1.6801669698560087)","(-2.987734165519364, 0.15407704901358235)","(-3.1600476072541226, 1.3596507222775394)","(0.5448773349105931, -1.6374789120349742)","(-1.769705798394552, -1.1648628810245623)","(1.4306847502503848, 2.1267575640580123)","(-1.6737721901180613, 2.455712642610881)","(2.9026214117368263, -1.183637142773849)","(4.165107981563175, -1.3812932548072987)",-32.07021,22.44931
109,217,8/28/2022 21:52:44,31.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,92.0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,8.0,6.0,7.0,5.0,Improve,1.0,I understand.,2,3,2,0,1,0,2,2,0,1,2,2,2,2,0,3,2,1,"(-0.12432612750815736, -1.1693657639016113)","(1.484718940847789, 0.23696494723868058)","(1.1889267821423846, -0.15750053667803607)","(-0.12432612750815306, -1.1693657639016124)","(1.484718940847789, 0.23696494723868003)","(1.1889267821423846, -0.15750053667803607)","(-0.016769763491927256, -1.1708986485615562)","(0.6688953428662179, 0.8491939789428727)","(-0.6833844212154402, -0.48378302766673476)","(-0.42933583275040177, 1.121660586750528)","(-1.340243450304503, 0.9664163382989345)","(-0.5111567201309799, 1.8249498607065362)",16.675243,8.523217
110,238,8/28/2022 22:51:01,53.0,I do not use a streaming service.,6,1.5,No,0.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,92.0,Rarely,1,Never,0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,Never,0,2.0,2.0,2.0,1.0,No effect,0.0,I understand.,1,0,1,1,2,2,3,1,1,0,1,1,1,3,1,3,1,3,"(-2.436236935314987, -1.4124506704340543)","(-1.777388134852071, 0.0068186734659332225)","(-2.3412132807752624, 0.8839875767362853)","(-2.4362369353149855, -1.412450670434073)","(-1.7773881348520706, 0.006818673465932633)","(-2.3412132807752624, 0.8839875767362853)","(-2.014867284680491, -1.5716721767727182)","(-0.9958177771183441, -0.7661216099480704)","(1.1105192729402855, 1.4654445294476466)","(1.8511632607013941, 2.8309979724024554)","(1.7208398476573783, -0.8715320503845397)","(3.432602581938436, -0.18951909780261864)",-27.61683,21.631735
111,258,8/29/2022 0:05:09,21.0,Spotify,2,10.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,92.0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Sometimes,2,9.0,10.0,2.0,2.0,No effect,0.0,I understand.,2,1,0,3,0,3,0,0,0,3,0,2,0,1,3,3,0,0,"(1.879519818694658, -0.9403582701905873)","(1.227062321293275, -0.6514628336838056)","(1.607065324124041, -0.20801800738859827)","(1.8795198186946553, -0.9403582701905839)","(1.227062321293275, -0.6514628336838039)","(1.607065324124041, -0.20801800738859827)","(1.7136426453866487, -0.805324759843842)","(1.1217876816724495, -0.02872669849640632)","(-0.9257245296262889, -0.6495707449725858)","(-2.5540610415549203, -0.32534797867843873)","(-1.944836969064302, -0.47057551657644286)","(-3.1392384047771205, 1.1332904273990734)",26.251196,-11.479468
112,628,09/12/2022 15:07,21.0,I do not use a streaming service.,6,1.0,Yes,1.0,Yes,1.0,No,0.0,Classical,12,No,0,No,0.0,92.0,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,3.0,0.0,0.0,5.0,Improve,1.0,I understand.,2,0,3,0,0,1,0,2,2,1,1,1,2,3,2,1,0,0,"(-0.11412528415152678, -0.9375767446104496)","(-1.6635435550354687, 1.7019575987128048)","(-1.710674148498674, -1.6007337212509696)","(-0.11412528415152236, -0.9375767446104422)","(-1.6635435550354682, 1.7019575987128044)","(-1.710674148498674, -1.6007337212509696)","(-0.026047159100895056, -0.9398000087531333)","(-2.0706258467251395, 0.7448869420679058)","(1.7322220830184778, -0.9368481033279269)","(-0.46517119705581167, 0.9048815420405838)","(2.3431611209189307, 0.850559509867121)","(2.6421068427318084, 0.5414582769995374)",-12.895854,-4.4930234
113,641,09/12/2022 23:09,23.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Folk,14,Yes,1,Yes,1.0,92.0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,3.0,7.0,7.0,4.0,No effect,0.0,I understand.,2,1,0,0,1,3,0,2,0,3,0,2,2,0,0,3,2,1,"(0.947111935361779, -0.9854180287780887)","(0.5140334052391446, -0.26839158383593464)","(0.6341967454623006, 0.18266675950744687)","(0.9471119353617795, -0.9854180287780852)","(0.5140334052391443, -0.2683915838359367)","(0.6341967454623006, 0.18266675950744687)","(0.903642882414255, -0.9142996039631958)","(0.46690039473197353, -0.008140955827943698)","(-0.4738299149970438, -0.019751674684440314)","(-1.4751806032040504, 0.24871954233560015)","(-0.9836109794947668, 0.41909022842107985)","(-0.10373048789358563, 1.84512690382419)",16.36633,3.8251781
114,652,9/13/2022 8:05:59,26.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Folk,14,Yes,1,Yes,1.0,92.0,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Never,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Rarely,1,4.0,7.0,6.0,0.0,No effect,0.0,I understand.,2,1,0,0,3,0,0,3,0,3,0,3,2,0,3,0,2,1,"(0.6560807230547853, -1.0545529586483062)","(-0.010354850987891547, -1.3517928824694379)","(0.006560020102925621, 0.3366482959541242)","(0.6560807230547869, -1.0545529586483047)","(-0.010354850987891644, -1.3517928824694387)","(0.006560020102925621, 0.3366482959541242)","(0.655137573782078, -1.0030533985259535)","(0.9019642392669466, -1.1700228795476655)","(-0.14210246611981484, 0.2989384750381012)","(-1.203844276965804, 0.4812137708191576)","(-0.6226926615907189, -1.363282364523753)","(-0.10687937423099526, 0.21996368285052223)",12.937521,2.2382505
115,80,8/28/2022 14:10:17,18.0,YouTube Music,3,4.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,Yes,1.0,93.0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Rarely,1,2.0,7.0,1.0,1.0,Improve,1.0,I understand.,2,0,0,0,2,1,0,1,2,1,1,1,2,3,2,3,1,3,"(0.6198435216732651, -0.8376528157967796)","(-1.0219762456390835, -0.5496328154333051)","(-0.8751167232001607, -0.7962603955979809)","(0.6198435216732668, -0.8376528157967713)","(-1.0219762456390833, -0.5496328154333054)","(-0.8751167232001607, -0.7962603955979809)","(0.6065102424734085, -0.7899509200614534)","(-0.20086762000944847, -0.9177881516822924)","(0.8768710859193715, -0.4590474904560269)","(-1.050886353050805, 0.37064917187492763)","(0.6460138505158625, -1.706266643762215)","(1.627085684913646, -0.15513511974959307)",-16.592098,-12.908362
116,316,8/29/2022 4:53:44,17.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,93.0,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Sometimes,2,0.0,8.0,0.0,0.0,Improve,1.0,I understand.,2,0,0,0,2,1,0,3,3,1,1,1,2,3,2,3,2,1,"(0.19998297318584474, -0.8138867029118566)","(-1.5383359302621036, -0.9058399145357824)","(-1.4796228484787737, -1.0005279067453863)","(0.19998297318584807, -0.8138867029118465)","(-1.5383359302621038, -0.9058399145357829)","(-1.4796228484787737, -1.0005279067453863)","(0.23831465529847473, -0.7952302752947948)","(-0.24964265776222644, -1.4491909661993538)","(1.3408761633030424, -0.4671649910012513)","(-0.7178730720035446, 0.6360378272614297)","(0.9780676342063256, -2.7072083998633354)","(1.8075612731160664, -2.432192734700021)",-16.487553,-14.163818
117,379,8/29/2022 16:39:08,32.0,I do not use a streaming service.,6,3.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,No,0,Yes,1.0,93.0,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Never,0,Very frequently,3,Rarely,1,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Very frequently,3,Rarely,1,2.0,2.0,8.0,0.0,No effect,0.0,I understand.,2,0,3,0,2,1,2,3,1,1,1,1,2,3,2,0,3,0,"(0.07392364688166647, -1.1614157026497027)","(-1.0184966382503613, -0.9301065526579965)","(-1.1894861845137796, 0.6926413622125495)","(0.07392364688167002, -1.161415702649705)","(-1.0184966382503609, -0.9301065526579988)","(-1.1894861845137796, 0.6926413622125495)","(0.15558131512928514, -1.1493490821690566)","(0.05656391049917603, -1.2443239218159547)","(0.46440830794435123, 0.9621499476474447)","(-0.5648355487300536, 1.062469714718687)","(2.2870964011715156, 0.2058656593081878)","(2.5459949631929115, 0.48581957567129747)",-19.728155,16.211674
118,448,09/01/2022 2:32,24.0,Apple Music,1,2.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,93.0,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Never,0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Rarely,1,Sometimes,2,Very frequently,3,Never,0,7.0,7.0,0.0,4.0,No effect,0.0,I understand.,2,0,0,0,0,0,0,0,2,1,3,3,2,1,3,3,3,1,"(0.037781097059277916, -0.9759226755372147)","(0.2671831622241063, 0.531121800935234)","(0.15309139296958668, -1.2629042917604336)","(0.037781097059281676, -0.9759226755372101)","(0.2671831622241064, 0.5311218009352353)","(0.15309139296958668, -1.2629042917604336)","(0.10949962520905435, -0.9674585091869691)","(-0.20764579088181614, 0.5739867696771924)","(0.42129511844945844, -1.1727112035602025)","(-0.5458766860768194, 0.7879507550540964)","(0.12161539715795532, 1.0076920967622145)","(0.5998258248393755, 1.2389475728829613)",0.6787991,5.6365595
119,522,09/02/2022 7:53,20.0,Spotify,2,8.0,Yes,1.0,No,0.0,No,0.0,Jazz,4,Yes,1,Yes,1.0,93.0,Rarely,1,Sometimes,2,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,7.0,6.0,7.0,4.0,Improve,1.0,I understand.,2,3,2,0,1,3,0,0,0,3,2,2,2,0,0,3,3,1,"(1.459564618648106, -0.8851850415666257)","(1.139242437576553, -0.07836487185490017)","(1.4101617926465901, 0.016509118676218227)","(1.459564618648105, -0.8851850415666207)","(1.1392424375765533, -0.0783648718549009)","(1.4101617926465901, 0.016509118676218227)","(1.3429014168232762, -0.7793922095947706)","(0.6879714570432988, 0.4272581998238815)","(-0.893878119041046, -0.39211944873863736)","(-2.004685831534947, -0.11161684596875224)","(-1.1728710503312056, 0.5594492533530045)","(-1.18352148026332, 1.7429192934405793)",27.054104,-7.695523
120,654,9/13/2022 9:29:29,22.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,93.0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,10.0,7.0,4.0,4.0,Improve,1.0,I understand.,2,1,0,0,0,0,0,0,0,1,2,2,2,2,0,2,0,0,"(0.527156735315227, -0.9302448001541271)","(1.4738190523237333, 0.1502881663117969)","(1.4581996804471002, -0.8128460569854414)","(0.5271567353152289, -0.9302448001541219)","(1.4738190523237338, 0.1502881663117982)","(1.4581996804471002, -0.8128460569854414)","(0.5329016538508826, -0.8883670537141244)","(0.7210206484311901, 0.7697263324308332)","(-0.5841859577978931, -1.1470972366691983)","(-0.9747109413984211, 0.460201638076785)","(-1.2970157567826994, 0.9064957155440674)","(-0.723047551169616, 1.61240068162537)",7.224102,4.650368
121,659,9/13/2022 16:34:56,23.0,YouTube Music,3,3.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,Yes,1.0,93.0,Very frequently,3,Never,0,Never,0,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Rarely,1,3.0,10.0,0.0,0.0,No effect,0.0,I understand.,2,0,0,0,2,1,0,3,3,1,3,1,2,1,3,3,2,3,"(0.28246891618725245, -0.9530837378456709)","(-0.571198512639364, -1.127666336770101)","(-0.5884665024334813, -0.6544674843550004)","(0.2824689161872554, -0.953083737845666)","(-0.5711985126393643, -1.1276663367701003)","(-0.5884665024334813, -0.6544674843550004)","(0.32120063952996847, -0.9279127814505468)","(0.4386823435636295, -1.2203793787393196)","(0.6384297170325586, -0.41504717909088834)","(-0.7544229560670287, 0.6164830231911741)","(-0.1994297182209412, -2.500844090396675)","(0.19467629929500943, -2.283644677374104)",-15.287186,-12.961472
122,9,8/27/2022 22:33:05,19.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,94.0,Never,0,Very frequently,3,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Very frequently,3,Never,0,2.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,3,2,3,1,1,2,3,2,2,0,0,"(1.0396094186015539, -0.830011812942664)","(-2.584542259647082, 0.1828455947822648)","(-2.2673094112203667, -0.7427298266860014)","(1.0396094186015543, -0.8300118129426576)","(-2.584542259647081, 0.18284559478226495)","(-2.2673094112203667, -0.7427298266860014)","(0.9721601882599035, -0.753459659345699)","(-1.564166320949369, -0.9649338085220741)","(1.7307392691796284, -0.009524697856374786)","(-1.4807605221656523, 0.1022718589372662)","(2.525694099285689, -0.8533178921604767)","(2.7281414715994803, -1.0597402330632515)",-29.568466,-7.510551
123,148,8/28/2022 18:18:24,17.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Jazz,4,Yes,1,No,0.0,94.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Rarely,1,5.0,2.0,3.0,4.0,Improve,1.0,I understand.,2,0,3,0,1,0,0,2,0,1,3,1,2,3,2,0,0,2,"(0.19988832162671316, -0.782479587172818)","(-0.5904966172155629, 0.8468115174275604)","(-0.5610607305092621, -1.2963510529484874)","(0.19988832162671644, -0.782479587172808)","(-0.5904966172155628, 0.8468115174275601)","(-0.5610607305092621, -1.2963510529484874)","(0.235769013910036, -0.7640183698123818)","(-0.8979568138632787, 0.4736472159088804)","(0.8842658024245655, -0.996546094619236)","(-0.6949568329545489, 0.606472794018712)","(0.9509325134195258, 0.5845567627831896)","(1.1873923270851334, 0.6470012389192511)",-4.5842905,-0.82867426
124,187,8/28/2022 20:04:49,19.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,94.0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Never,0,7.0,5.0,1.0,2.0,Improve,1.0,I understand.,2,0,0,0,0,0,0,1,2,1,3,3,2,1,2,3,2,1,"(-0.06797119409077089, -0.8284665209536987)","(-0.2324654894375969, 0.08821333608498073)","(-0.31455280478099545, -1.432235758976585)","(-0.06797119409076667, -0.8284665209536899)","(-0.2324654894375966, 0.08821333608498211)","(-0.31455280478099545, -1.432235758976585)","(0.005665852433490399, -0.8281681309619721)","(-0.18888056445424486, -0.024912206264626962)","(0.7848838159347628, -1.1890982056674313)","(-0.4634067384012992, 0.8239024001411474)","(0.2947510775151252, 0.08098910402988431)","(0.7916320049109145, 0.5526266381696634)",-2.8366675,5.467193
125,454,09/01/2022 13:13,61.0,Pandora,4,2.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,94.0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,2.0,2.0,2.0,0.0,Improve,1.0,I understand.,1,0,1,1,2,2,2,3,1,1,1,1,1,3,1,2,0,0,"(-0.8196663283117067, -1.8009914151036401)","(-1.9212686851871652, -0.2941268727433065)","(-2.582237699570138, 1.4889693526472756)","(-0.8196663283117006, -1.8009914151036652)","(-1.9212686851871648, -0.29412687274330696)","(-2.582237699570138, 1.4889693526472756)","(-0.5739254609377491, -1.8465958399917635)","(-0.8739719242186716, -1.0880928528158176)","(1.014191743742135, 2.0756028543207172)","(-0.46095276914378913, 3.2524000294328896)","(1.7411003960452451, -1.1039280707112809)","(3.974275802683307, -0.3285676492313112)",-28.459883,22.811422
126,8,8/27/2022 22:18:59,21.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,95.0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Rarely,1,5.0,3.0,5.0,3.0,Improve,1.0,I understand.,2,0,3,0,1,0,0,2,3,1,3,3,2,1,2,3,1,1,"(-0.1144092388289215, -0.843355397393334)","(-0.2522783724978983, 0.20138312413642007)","(-0.37281619803573157, -0.8229368642760624)","(-0.11440923882891721, -0.8433553973933268)","(-0.25227837249789814, 0.20138312413641934)","(-0.37281619803573157, -0.8229368642760624)","(-0.03368408326621134, -0.8461642923058947)","(-0.27592445681194977, 0.06405793939423865)","(0.5718146643640604, -0.6278138699493592)","(-0.39734520556337927, 0.8219956635320219)","(0.35596913104183936, 0.20030399086026862)","(0.8501415993868792, 0.6186943740226447)",7.4801073,9.661741
127,77,8/28/2022 14:07:29,17.0,Spotify,2,5.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,95.0,Never,0,Sometimes,2,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,4.0,1.0,0.0,0.0,Improve,1.0,I understand.,2,0,3,0,2,1,0,3,2,3,1,1,2,3,2,3,0,0,"(0.8643420376829765, -0.7519996466271588)","(-2.000175574367641, 0.079124520107276)","(-1.733644168426847, -1.0276521786501585)","(0.8643420376829775, -0.7519996466271502)","(-2.0001755743676406, 0.07912452010727689)","(-1.733644168426847, -1.0276521786501585)","(0.8131199740174452, -0.6879813813602053)","(-1.1686189509251454, -0.800545746666435)","(1.5117941139760434, -0.41811099230705545)","(-1.2607780991928774, 0.17035910615579725)","(1.9758819358287067, -0.5948738784660322)","(2.16651599041539, -0.5784763372853877)",-26.607227,-7.0045514
128,168,8/28/2022 19:12:02,27.0,Spotify,2,1.5,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,95.0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,5.0,5.0,4.0,4.0,Improve,1.0,I understand.,2,1,0,0,1,0,2,2,0,1,3,3,2,1,2,2,0,0,"(-0.1426813570967463, -0.9823979031282517)","(0.10348972882871058, 0.3433460427774335)","(-0.09337334340614253, -0.5692423518568347)","(-0.14268135709674204, -0.9823979031282495)","(0.10348972882871063, 0.343346042777433)","(-0.09337334340614253, -0.5692423518568347)","(-0.047447532617358866, -0.9863176456232741)","(-0.17284383033984868, 0.3409856724683108)","(0.29204435461748524, -0.48173798759042613)","(-0.36637872168088637, 0.919917027602326)","(0.008065794819106575, 0.4000487498023585)","(0.5230247853718131, 0.8043638704164775)",8.6060505,9.197786
129,236,8/28/2022 22:39:58,31.0,Spotify,2,2.0,No,0.0,Yes,1.0,No,0.0,Metal,13,Yes,1,Yes,0.5519125683060109,95.0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,7.0,6.0,6.0,5.0,Improve,1.0,I understand.,0,3,2,2,1,0,3,2,0,0,2,2,3,2,0,1,2,1,"(-1.8159855037539387, -0.809127938450424)","(1.132660980088847, 0.32857728767345457)","(0.8577068207735907, -0.18444096874239405)","(-1.8159855037539396, -0.8091279384504255)","(1.132660980088847, 0.32857728767345407)","(0.8577068207735907, -0.18444096874239405)","(-1.5210075378392736, -0.9292768780741615)","(0.41103629835731853, 0.7752679541916515)","(-0.4639772987554897, -0.4122907268730057)","(1.727167763156623, 1.480491420802641)","(-0.9391118220247939, 0.8815396738450857)","(-0.2934358108898195, 1.514729720291211)",16.344736,8.757354
130,281,8/29/2022 2:06:14,14.0,Other streaming service,5,10.0,Yes,1.0,No,0.0,Yes,1.0,Video game music,3,No,0,No,0.0,95.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Very frequently,3,5.0,2.0,5.0,0.0,Improve,1.0,I understand.,2,0,3,3,2,1,0,3,0,3,1,1,0,3,2,2,0,0,"(2.04143774014383, -0.6841009503481136)","(-0.8650948029103388, -0.5689638940476286)","(-0.2972049616036529, -0.05028922265376597)","(2.041437740143827, -0.6841009503481049)","(-0.8650948029103386, -0.5689638940476289)","(-0.2972049616036529, -0.05028922265376597)","(1.8348207513107526, -0.5394608095044291)","(-0.1003947906919735, -0.866314778562154)","(0.2075783174640437, 0.040813358453977)","(-2.5859274706883366, -0.5692888076102262)","(0.6953195604393572, -0.9149452480647959)","(2.0741638804261378, 1.8503217702689632)",-28.266645,-11.260185
131,329,8/29/2022 6:13:47,23.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Video game music,3,No,0,No,0.0,95.0,Sometimes,2,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Rarely,1,Never,0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,8.0,7.0,0.0,3.0,No effect,0.0,I understand.,2,1,0,0,0,0,0,0,2,3,3,3,2,1,3,1,1,3,"(0.7253118581459193, -0.8908876231631799)","(0.3248985648251535, 0.24456052761033514)","(0.4104769625431339, -0.9424173915403795)","(0.7253118581459205, -0.8908876231631763)","(0.3248985648251536, 0.24456052761033706)","(0.4104769625431339, -0.9424173915403795)","(0.7027070910836561, -0.8356055818392119)","(0.01696980074044772, 0.3519800630606893)","(0.12802578938740083, -0.960585025634062)","(-1.1679438436759697, 0.30799173823367)","(0.0016994599899548665, 0.8459192974638478)","(0.2967693621213833, 1.2667208664245144)",2.232347,3.3910685
