,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
227,675,9/18/2022 20:32:27,17.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,110.0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,7.0,3.0,9.0,7.0,Improve,1.0,I understand.,2,0,0,2,2,4,0,0,0,0,2,2,0,2,7,4,8,3,"(np.float64(0.8629222642960026), np.float64(-0.2808929105415752))","(np.float64(1.3282837660059645), np.float64(1.0099474014655998))","(np.float64(1.4842296868647098), np.float64(-0.2553596494410844))","(np.float64(0.8629222642960029), np.float64(-0.2808929105415817))","(np.float64(1.3282837660059652), np.float64(1.0099474014656078))","(np.float64(1.4842296868647098), np.float64(-0.2553596494410844))","(np.float64(0.7749353531908637), np.float64(-0.21980279912401343))","(np.float64(0.06258883217977666), np.float64(1.4477179373676274))","(np.float64(-0.829047433295327), np.float64(-0.6564339579937964))","(np.float64(-0.9968382649265849), np.float64(-0.21113483028590163))","(np.float64(-0.990170660244113), np.float64(2.173393519136951))","(np.float64(-0.9040922376186952), np.float64(2.431439482354047))"
228,676,9/19/2022 8:12:47,21.0,Spotify,2,1.5,Yes,1.0,Yes,1.0,No,0.0,Classical,12,Yes,1,Yes,1.0,110.0,Very frequently,3,Rarely,1,Very frequently,3,Very frequently,3,Sometimes,2,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,4.0,6.0,0.0,0.0,No effect,0.0,I understand.,2,3,6,1,5,2,0,1,1,4,1,1,0,3,6,0,9,6,"(np.float64(-0.005070950946662106), np.float64(-0.37240319050664894))","(np.float64(-1.094301677331853), np.float64(-0.5833235821110766))","(np.float64(-1.1272787425213122), np.float64(-0.8280354228219249))","(np.float64(-0.005070950946663112), np.float64(-0.3724031905066536))","(np.float64(-1.094301677331853), np.float64(-0.5833235821110808))","(np.float64(-1.1272787425213122), np.float64(-0.8280354228219249))","(np.float64(0.02478072948984847), np.float64(-0.37051486290807545))","(np.float64(-0.21857948802994295), np.float64(-0.9782507999006806))","(np.float64(1.0485254950968796), np.float64(-0.41468590019279833))","(np.float64(-0.19219046562252712), np.float64(0.31828267687072503))","(np.float64(0.7025797644752327), np.float64(-1.3556930579048088))","(np.float64(1.0145250252358893), np.float64(-0.8192009337390467))"
229,699,10/02/2022 7:52,17.0,Spotify,2,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Country,7,Yes,1,Yes,1.0,110.0,Sometimes,2,Very frequently,3,Never,0,Never,0,Never,0,Rarely,1,Sometimes,2,Very frequently,3,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Never,0,2.0,0.0,0.0,2.0,Improve,1.0,I understand.,2,1,1,1,8,2,0,3,6,0,4,1,0,5,2,0,0,0,"(np.float64(0.6414061417575375), np.float64(-0.2805838521437821))","(np.float64(-2.2967811589768923), np.float64(0.784736687200744))","(np.float64(-2.0526129523161414), np.float64(-0.9665565549777385))","(np.float64(0.6414061417575377), np.float64(-0.2805838521437889))","(np.float64(-2.2967811589768927), np.float64(0.7847366872007463))","(np.float64(-2.0526129523161414), np.float64(-0.9665565549777385))","(np.float64(0.5816364860255812), np.float64(-0.23474449344726805))","(np.float64(-1.807858026748715), np.float64(-0.320991322786575))","(np.float64(1.6874125334597025), np.float64(-0.2714838835676357))","(np.float64(-0.7629943566879915), np.float64(-0.08098787156693871))","(np.float64(2.5075143490926055), np.float64(-0.3469287719445805))","(np.float64(2.2898670349836743), np.float64(-1.036709568733656))"
230,197,8/28/2022 20:43:43,19.0,Spotify,2,5.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,111.0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,9.0,9.0,9.0,3.0,No effect,0.0,I understand.,2,2,7,2,3,0,0,6,4,0,6,2,0,0,5,1,1,2,"(np.float64(0.8164842195578522), np.float64(-0.2957817869812115))","(np.float64(2.2430021469808157), np.float64(-0.9600039602647006))","(np.float64(2.315620982274001), np.float64(0.19608431271727378))","(np.float64(0.8164842195578522), np.float64(-0.2957817869812165))","(np.float64(2.2430021469808152), np.float64(-0.9600039602646995))","(np.float64(2.315620982274001), np.float64(0.19608431271727378))","(np.float64(0.7355854174911618), np.float64(-0.23779896046793597))","(np.float64(1.8955590766978918), np.float64(0.14651597451802634))","(np.float64(-1.537088127451641), np.float64(-0.49290076056464044))","(np.float64(-0.9456658959846778), np.float64(-0.1967414433707541))","(np.float64(-2.5584204363583223), np.float64(0.2424069907582786))","(np.float64(-2.370442585556365), np.float64(1.0959873967459224))"
231,375,8/29/2022 15:20:35,19.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,No,0.0,111.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,1.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,4,1,2,8,2,2,1,1,0,4,1,0,5,2,5,4,8,"(np.float64(1.0380003420963173), np.float64(-0.2960908453790046))","(np.float64(-2.786138212583223), np.float64(0.16846132189792298))","(np.float64(-2.4376842858662298), np.float64(-0.431259194788755))","(np.float64(1.0380003420963178), np.float64(-0.2960908453790093))","(np.float64(-2.786138212583223), np.float64(0.1684613218979264))","(np.float64(-2.4376842858662298), np.float64(-0.431259194788755))","(np.float64(0.9288842846564442), np.float64(-0.2228572661446814))","(np.float64(-1.6669360596719638), np.float64(-1.0648983447733136))","(np.float64(1.7102630092989968), np.float64(0.31796563405725814))","(np.float64(-1.1911546170731793), np.float64(-0.33096461075140354))","(np.float64(2.705834262402786), np.float64(-1.016450403714043))","(np.float64(2.5260295531778434), np.float64(-1.7378739337016011))"
232,190,8/28/2022 20:14:47,16.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,No,0,No,0.0,112.0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Very frequently,3,7.0,4.0,10.0,2.0,Improve,1.0,I understand.,2,2,7,2,3,0,0,5,4,4,6,2,0,0,5,4,4,1,"(np.float64(0.22135629015185365), np.float64(-0.1940035077807816))","(np.float64(0.9405178015604516), np.float64(-0.7332665633433856))","(np.float64(0.9233890668319024), np.float64(-0.12289529096129488))","(np.float64(0.22135629015185368), np.float64(-0.19400350778078965))","(np.float64(0.9405178015604512), np.float64(-0.7332665633433776))","(np.float64(0.9233890668319024), np.float64(-0.12289529096129488))","(np.float64(0.20834961607377003), np.float64(-0.17760003771578392))","(np.float64(1.016915295043483), np.float64(-0.22371779911798323))","(np.float64(-0.5305215843884752), np.float64(-0.3762442978769246))","(np.float64(-0.3215181392885404), np.float64(0.09367032366446651))","(np.float64(-2.0413896682194523), np.float64(-0.5033481725298077))","(np.float64(-1.701527395600936), np.float64(0.4787143086981228))"
233,342,8/29/2022 8:39:19,21.0,I do not use a streaming service.,6,10.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,112.0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,9.0,7.0,5.0,5.0,Improve,1.0,I understand.,2,0,3,3,7,1,2,6,0,5,2,2,6,6,0,6,0,5,"(np.float64(1.877626787512027), np.float64(-0.3122159554098133))","(np.float64(1.5665656575454863), np.float64(0.33085282631758167))","(np.float64(1.9634146327465287), np.float64(0.19002800647277177))","(np.float64(1.8776267875120278), np.float64(-0.3122159554098153))","(np.float64(1.5665656575454872), np.float64(0.3308528263175785))","(np.float64(1.9634146327465287), np.float64(0.19002800647277177))","(np.float64(1.6627298176178726), np.float64(-0.18108665019558548))","(np.float64(0.6514943625952374), np.float64(0.9656945275473111))","(np.float64(-1.3130381606278816), np.float64(-0.39669108680939613))","(np.float64(-2.234022513310932), np.float64(-0.8970184662986647))","(np.float64(-1.2711889611569291), np.float64(1.0381080493256831))","(np.float64(-2.3322247967482856), np.float64(1.6817899552240747))"
234,370,8/29/2022 14:25:08,10.0,YouTube Music,3,2.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,Yes,1.0,112.0,Very frequently,3,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Very frequently,3,Never,0,Rarely,1,Never,0,Very frequently,3,Never,0,Rarely,1,Never,0,Very frequently,3,8.0,2.0,1.0,1.0,Improve,1.0,I understand.,2,7,2,2,1,7,0,4,2,4,1,4,0,1,6,0,9,4,"(np.float64(0.3603864696889095), np.float64(-0.05511553124475726))","(np.float64(-0.718274425058022), np.float64(0.19912092409109475))","(np.float64(-0.548400703833526), np.float64(-1.6168961684906182))","(np.float64(0.3603864696889107), np.float64(-0.05511553124476968))","(np.float64(-0.7182744250580219), np.float64(0.19912092409108942))","(np.float64(-0.548400703833526), np.float64(-1.6168961684906182))","(np.float64(0.31876249900755943), np.float64(-0.029975837236777745))","(np.float64(-0.5342886505691016), np.float64(-0.14029588094058557))","(np.float64(1.0076773173062936), np.float64(-1.2866401916546102))","(np.float64(-0.6310351725794879), np.float64(-0.012578709545892647))","(np.float64(1.0813867853470642), np.float64(0.3812448068041474))","(np.float64(1.1756718300046185), np.float64(0.23456241216487497))"
235,443,8/31/2022 18:56:39,13.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Rap,11,Yes,1,No,0.0,112.0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Very frequently,3,Never,0,Never,0,4.0,0.0,0.0,2.0,Worsen,-1.0,I understand.,2,1,1,1,8,2,2,3,6,0,4,1,0,5,2,6,4,5,"(np.float64(1.1769358700742416), np.float64(-0.12579575310394175))","(np.float64(-1.8935892531046095), np.float64(0.8135052329694262))","(np.float64(-1.4719703880717008), np.float64(-1.0447853914364098))","(np.float64(1.1769358700742432), np.float64(-0.12579575310395086))","(np.float64(-1.8935892531046092), np.float64(0.8135052329694261))","(np.float64(-1.4719703880717008), np.float64(-1.0447853914364098))","(np.float64(1.036751526201795), np.float64(-0.04402116018326236))","(np.float64(-1.6023185493035306), np.float64(-0.12106225028408882))","(np.float64(1.3542010903375161), np.float64(-0.5089217374700429))","(np.float64(-1.3058101390568846), np.float64(-0.49489200330468053))","(np.float64(2.1563473547623953), np.float64(-0.039731042410240114))","(np.float64(2.177636341120212), np.float64(-0.6879316563836122))"
236,458,09/01/2022 14:59,33.0,I do not use a streaming service.,6,4.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,Yes,1.0,112.0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Never,0,Never,0,Very frequently,3,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,1.0,0.0,7.0,0.0,Improve,1.0,I understand.,2,2,7,1,6,2,2,1,1,0,4,1,2,4,1,0,6,2,"(np.float64(0.2704696932071253), np.float64(-0.5881375580951035))","(np.float64(-1.732904157823618), np.float64(-0.5735149713358844))","(np.float64(-1.8012087504888155), np.float64(1.0249553821091584))","(np.float64(0.2704696932071225), np.float64(-0.5881375580950985))","(np.float64(-1.7329041578236188), np.float64(-0.5735149713358708))","(np.float64(-1.8012087504888155), np.float64(1.0249553821091584))","(np.float64(0.28211084875859865), np.float64(-0.5659852170931257))","(np.float64(-0.5813109191678119), np.float64(-1.2471679252734718))","(np.float64(0.7130346413402284), np.float64(1.4356075378522377))","(np.float64(-0.4398305640023487), np.float64(0.6692405063721659))","(np.float64(2.838372436465128), np.float64(-0.3979850581260772))","(np.float64(2.6262191915021407), np.float64(-1.415268255427131))"
237,535,09/02/2022 21:14,22.0,Apple Music,1,7.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,112.0,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Very frequently,3,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Rarely,1,8.0,8.0,10.0,0.0,Improve,1.0,I understand.,2,2,7,3,3,0,2,1,1,5,3,2,6,0,5,0,3,5,"(np.float64(1.1899067233071225), np.float64(-0.3344367763057714))","(np.float64(1.5790517714550347), np.float64(-1.8507318646522064))","(np.float64(1.7397996534402471), np.float64(0.9539262632951618))","(np.float64(1.1899067233071228), np.float64(-0.33443677630577356))","(np.float64(1.5790517714550338), np.float64(-1.8507318646522024))","(np.float64(1.7397996534402471), np.float64(0.9539262632951618))","(np.float64(1.0644310689663934), np.float64(-0.25051576657851704))","(np.float64(2.1234083098815817), np.float64(-0.9098597911896331))","(np.float64(-1.4854497949394918), np.float64(0.3504529741693101))","(np.float64(-1.4195594757310306), np.float64(-0.4417951204009854))","(np.float64(-2.5524918818137627), np.float64(-0.8549004873041715))","(np.float64(-2.9154686684771955), np.float64(0.18205763252467955))"
238,567,09/04/2022 11:25,16.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,112.0,Very frequently,3,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Never,0,Sometimes,2,Never,0,3.0,4.0,6.0,8.0,Improve,1.0,I understand.,2,5,0,2,2,4,0,0,0,4,2,2,0,6,7,6,5,5,"(np.float64(0.4428724126903187), np.float64(-0.1943125661785747))","(np.float64(0.3955692605352478), np.float64(1.4388560756511506))","(np.float64(0.4956177214799356), np.float64(-0.7099811821157076))","(np.float64(0.4428724126903189), np.float64(-0.19431256617858245))","(np.float64(0.39556926053524877), np.float64(1.4388560756511588))","(np.float64(0.4956177214799356), np.float64(-0.7099811821157076))","(np.float64(0.4016484832390526), np.float64(-0.1626583433925293))","(np.float64(-0.7455960003901452), np.float64(1.412405559083621))","(np.float64(-0.02079922016535601), np.float64(-0.7774439830014739))","(np.float64(-0.5320206476464081), np.float64(-0.035312396029090025))","(np.float64(0.5161164469034051), np.float64(2.260286587241531))","(np.float64(0.5054866969448483), np.float64(2.2643050519187593))"
239,584,09/06/2022 11:19,30.0,Spotify,2,8.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,Yes,1,No,0.0,112.0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Never,0,8.0,6.0,6.0,8.0,Improve,1.0,I understand.,2,0,3,3,2,4,2,0,0,5,2,2,6,2,7,4,1,0,"(np.float64(1.2260492731295134), np.float64(-0.5199298034182637))","(np.float64(1.7658985840302706), np.float64(1.2457981991855154))","(np.float64(1.8895286553538602), np.float64(0.42501119292231965))","(np.float64(1.226049273129512), np.float64(-0.5199298034182597))","(np.float64(1.765898584030272), np.float64(1.245798199185516))","(np.float64(1.8895286553538602), np.float64(0.42501119292231965))","(np.float64(1.1105127588866235), np.float64(-0.432406339560604))","(np.float64(0.148268478380897), np.float64(1.8411462190461378))","(np.float64(-1.3628656934630654), np.float64(-0.16539027483550833))","(np.float64(-1.8124082804370474), np.float64(-0.4208306784318181))","(np.float64(-1.2199413999393227), np.float64(1.9095586331625962))","(np.float64(-1.504557351675144), np.float64(2.4598126086045946))"
240,75,8/28/2022 14:04:09,22.0,Apple Music,1,0.5,No,0.0,No,0.0,No,0.0,Hip hop,9,No,0,No,0.0,113.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Sometimes,2,Very frequently,3,Never,0,Never,0,7.0,7.0,0.0,1.0,No effect,0.0,I understand.,0,6,2,0,1,6,5,4,6,1,0,4,3,3,6,8,7,1,"(np.float64(-1.9414181463204208), np.float64(-0.03500430274701054))","(np.float64(-0.1644584887811767), np.float64(-0.3717148376924837))","(np.float64(-0.3051984050399661), np.float64(-1.032228901909991))","(np.float64(-1.9414181463204163), np.float64(-0.03500430274701523))","(np.float64(-0.16445848878117655), np.float64(-0.37171483769249225))","(np.float64(-0.3051984050399661), np.float64(-1.032228901909991))","(np.float64(-1.691158059178411), np.float64(-0.16843882015710068))","(np.float64(0.15789176781720254), np.float64(-0.3919269589260531))","(np.float64(0.615055874792297), np.float64(-0.8343483440025413))","(np.float64(2.060765329157687), np.float64(0.778895509178139))","(np.float64(-0.10242621433912359), np.float64(-0.8706200982104647))","(np.float64(0.4123172826030324), np.float64(0.011567634265795459))"
241,89,8/28/2022 14:38:19,26.0,Spotify,2,1.0,No,0.0,No,0.0,No,0.0,R&B,5,No,0,No,0.0,113.0,Rarely,1,Sometimes,2,Never,0,Sometimes,2,Never,0,Very frequently,3,Very frequently,3,Never,0,Never,0,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Never,0,3.0,2.0,0.0,0.0,No effect,0.0,I understand.,0,1,1,0,8,2,4,1,1,1,4,1,3,5,2,3,3,1,"(np.float64(-1.9233468714092254), np.float64(-0.12775081630325666))","(np.float64(-2.0205967478966245), np.float64(-0.0677493732207357))","(np.float64(-2.126664581913757), np.float64(-0.6071588784803239))","(np.float64(-1.923346871409222), np.float64(-0.1277508163032583))","(np.float64(-2.020596747896625), np.float64(-0.06774937322073606))","(np.float64(-2.126664581913757), np.float64(-0.6071588784803239))","(np.float64(-1.6681172142182958), np.float64(-0.2593841066481442))","(np.float64(-1.0813807970686982), np.float64(-0.9360512935645262))","(np.float64(1.5866978015727737), np.float64(0.07104236644264927))","(np.float64(1.9753668487507117), np.float64(0.8596032942639045))","(np.float64(1.8768414793835313), np.float64(-0.8628831338968349))","(np.float64(1.9048703796160504), np.float64(-1.0374499525833605))"
242,107,8/28/2022 16:07:51,41.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Pop,10,No,0,Yes,1.0,113.0,Sometimes,2,Never,0,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Rarely,1,Never,0,Rarely,1,Very frequently,3,Very frequently,3,Sometimes,2,Very frequently,3,Never,0,9.0,7.0,6.0,2.0,No effect,0.0,I understand.,1,2,7,8,3,0,1,6,4,3,3,2,2,0,5,9,1,9,"(np.float64(-0.13651465360654588), np.float64(-0.741605352672971))","(np.float64(1.2853860143630043), np.float64(-0.6779804256292534))","(np.float64(0.9137586788451223), np.float64(0.8912521361713858))","(np.float64(-0.13651465360655027), np.float64(-0.7416053526729603))","(np.float64(1.2853860143630043), np.float64(-0.6779804256292556))","(np.float64(0.9137586788451223), np.float64(0.8912521361713858))","(np.float64(-0.06095083704017514), np.float64(-0.746547273239309))","(np.float64(1.1721212270805599), np.float64(-0.02625771255595479))","(np.float64(-0.9401126301532264), np.float64(0.5327834499346221))","(np.float64(-0.12444712804763668), np.float64(1.3911067626731959))","(np.float64(-1.4991435915595541), np.float64(0.03955656575539187))","(np.float64(-1.091530445238361), np.float64(1.133684275233897))"
243,194,8/28/2022 20:32:41,20.0,Apple Music,1,4.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,Yes,1.0,113.0,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,9.0,10.0,3.0,0.0,Improve,1.0,I understand.,2,6,2,2,7,0,0,1,1,0,0,2,0,3,5,5,1,2,"(np.float64(0.5716070973116146), np.float64(-0.25580649319467885))","(np.float64(1.0897632284458865), np.float64(-1.3593505394213987))","(np.float64(1.1376547160160158), np.float64(-0.34430361963830863))","(np.float64(0.5716070973116144), np.float64(-0.2558064931946833))","(np.float64(1.0897632284458865), np.float64(-1.3593505394214076))","(np.float64(1.1376547160160158), np.float64(-0.34430361963830863))","(np.float64(0.5187931203933702), np.float64(-0.21492087723953263))","(np.float64(1.520568693258103), np.float64(-0.6987076957319306))","(np.float64(-0.5745684877142265), np.float64(-0.6359180841292007))","(np.float64(-0.6647730328028886), np.float64(-0.09608100488939726))","(np.float64(-1.904423511799172), np.float64(-1.1608338879463498))","(np.float64(-1.7670618076366122), np.float64(-0.008704395180308975))"
244,269,8/29/2022 0:50:27,31.0,YouTube Music,3,1.0,No,0.0,No,0.0,Yes,1.0,Folk,14,Yes,1,Yes,1.0,113.0,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,4.0,1.0,3.0,0.0,Improve,1.0,I understand.,0,1,2,0,6,7,4,1,1,1,1,1,3,5,2,3,0,0,"(np.float64(-2.039205354356772), np.float64(-0.24349079674994364))","(np.float64(-1.5487895508992386), np.float64(-0.23886531985006995))","(np.float64(-1.764944004261309), np.float64(-0.029243244488483273))","(np.float64(-2.0392053543567696), np.float64(-0.2434907967499416))","(np.float64(-1.5487895508992389), np.float64(-0.23886531985006676))","(np.float64(-1.764944004261309), np.float64(-0.029243244488483273))","(np.float64(-1.7601279499964537), np.float64(-0.3824042737139827))","(np.float64(-0.7033510335662244), np.float64(-0.8786612811665016))","(np.float64(1.1222854337548414), np.float64(0.4831049871429621))","(np.float64(1.9997218991910475), np.float64(1.054713275205524))","(np.float64(1.484143915254095), np.float64(-0.7457786847808601))","(np.float64(1.7425068599915514), np.float64(-0.7264973768047749))"
